Genome_ID,Species,Chemotype,Toxin_System,Gene,Chromosome_or_Contig,Start,End,Strand,Multiple_hits_for_gene,Multiple_contigs_for_gene,Representative_HSP_count,Query_length,Query_covered_bp,Combined_query_coverage_percent,Weighted_percent_identity,Total_bitscore,Best_evalue
GCF_050947815.1,Fusarium sambucinum,T-2/HT-2 *,TRI,TRI201,NC_139293.1,4545441,4546809,-,False,False,3,1267,1266,99.92107340173638,90.66679215686275,1681,0.0
GCF_050947815.1,Fusarium sambucinum,T-2/HT-2 *,TRI,TRI21,NC_139292.1,3962942,3963735,-,False,False,1,827,794,96.00967351874245,92.065,1118,0.0
GCF_050947815.1,Fusarium sambucinum,T-2/HT-2 *,TRI,TRI22,NC_139293.1,4548323,4550114,+,False,False,3,1681,1678,99.82153480071386,92.34430801186943,2379,0.0
GCF_050947815.1,Fusarium sambucinum,T-2/HT-2 *,TRI,TRI3,NC_139293.1,3777860,3779627,-,False,False,3,1560,1386,88.84615384615384,91.27600144196107,1891,0.0
GCF_050947815.1,Fusarium sambucinum,T-2/HT-2 *,TRI,TRI4,NC_139293.1,3775249,3776989,+,False,False,4,1563,1563,100.0,92.86141172721479,2280,0.0
GCF_050947815.1,Fusarium sambucinum,T-2/HT-2 *,TRI,TRI5,NC_139293.1,3769431,3770578,-,False,False,1,1185,1142,96.37130801687763,88.616,1389,0.0
GCF_050947815.1,Fusarium sambucinum,T-2/HT-2 *,TRI,TRI6,NC_139293.1,3773448,3774134,-,False,False,1,693,693,100.0,93.506,1026,0.0
GCF_050947815.1,Fusarium sambucinum,T-2/HT-2 *,TRI,TRI7,NC_139293.1,3780502,3781917,-,False,False,2,1398,1366,97.71101573676681,91.81270175438596,1907,0.0
GCF_050947815.1,Fusarium sambucinum,T-2/HT-2 *,TRI,TRI8,NC_139293.1,3782575,3783918,+,False,False,1,1341,1341,100.0,91.295,1831,0.0
GCF_050947815.1,Fusarium sambucinum,T-2/HT-2 *,TRI,TRI9,NC_139293.1,3766632,3766763,+,False,False,1,132,132,100.0,96.212,217,1.77e-56
